Temperature,Simulations,Return,Discounted Return,Map
1,76,0,1.0,0.9083329444789534,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,23,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,95,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'FFHF', 'FFFG']"
1,53,0,1.0,0.9276389118674717,"['SFFH', 'HFHF', 'HFFF', 'FHHG']"
1,38,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,25,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9791880578299021,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,3,0,1.0,0.8947894553945313,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,90,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'FHFG']"
1,84,0,1.0,0.9616943356035061,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,90,0,1.0,0.9704017769489168,"['SHFH', 'FFHH', 'HFHF', 'HFFG']"
1,77,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FHFF', 'HFFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,35,0,1.0,0.9645880999032158,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,11,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'HHHF', 'FHFG']"
1,31,0,1.0,0.78398512608332,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,26,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,94,0,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,84,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFHF', 'HFHG']"
1,92,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,63,0,1.0,0.9445131481500655,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,73,0,1.0,0.9083329444789534,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,92,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHH', 'HFFG']"
1,49,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,69,0,1.0,0.8553586117313603,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,36,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HHFG']"
1,86,0,1.0,0.9616943356035061,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,87,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,86,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,71,0,1.0,0.803057341509771,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,72,0,1.0,0.9304302024748964,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,77,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,39,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,99,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FHHH', 'FHFH', 'FFFG']"
1,32,0,1.0,0.9588092525966956,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'FHFG']"
1,50,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FHFG']"
1,43,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,49,0,1.0,0.9138075656044898,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HHHG']"
1,44,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHFF', 'FFHG']"
1,17,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'FFHG']"
1,41,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFF', 'HFHG']"
1,83,0,1.0,0.8476834558136123,"['SFHF', 'HFHF', 'HFFF', 'FFHG']"
1,67,0,1.0,0.9248559951318693,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,42,0,1.0,0.9138075656044898,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,38,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FHFG']"
1,41,0,1.0,0.9056079456455165,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,85,0,1.0,0.9645880999032158,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHH', 'HFFG']"
1,25,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,58,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HFFF', 'HHFG']"
1,77,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,69,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,48,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,16,0,1.0,0.7792882711929549,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FHHG']"
1,59,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,84,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFHH', 'FFFG']"
1,47,0,1.0,0.7427123967299725,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,93,0,1.0,0.9674905716180701,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,17,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'HFHF', 'FFHG']"
1,69,0,1.0,0.9388545698794984,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,64,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'FHFG']"
1,84,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFHH', 'HFFG']"
1,54,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,89,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,57,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,66,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'FHHF', 'FHHG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'HHFF', 'FHFG']"
1,75,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,23,0,1.0,0.7562227231210928,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,59,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,32,0,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,73,0,1.0,0.9530650263643888,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,83,0,1.0,0.9473552137914398,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,79,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHHF', 'FFFG']"
1,95,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,47,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,28,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,99,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHFG']"
1,43,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'HHFG']"
1,60,0,1.0,0.857932408958235,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,47,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,70,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,54,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,35,0,1.0,0.9165572373164391,"['SFHH', 'FFFF', 'HHFF', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,61,0,1.0,0.9248559951318693,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,21,0,1.0,0.9445131481500655,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,45,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,29,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FHHF', 'FFHG']"
1,85,0,1.0,0.7449472384453084,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,40,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HFHG']"
1,72,0,1.0,0.9193151828650342,"['SHFF', 'FFFF', 'FHHF', 'FHHG']"
1,30,0,1.0,0.9445131481500655,"['SHFH', 'FHHF', 'FFFF', 'FFFG']"
1,36,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'HHHF', 'HFHG']"
