Temperature,Simulations,Return,Discounted Return,Map
1,58,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,82,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,50,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FFFH', 'FFFG']"
1,64,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HHHG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,70,0,1.0,0.9445131481500655,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'HFHF', 'HFHG']"
1,54,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,15,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
