Temperature,Simulations,Return,Discounted Return,Map
1,33,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'HFFG']"
1,75,0,1.0,0.835044266956004,"['SFHF', 'FFHH', 'HFFF', 'HFHG']"
1,27,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,7,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,16,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'HFFG']"
1,24,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FHHG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'HFHG']"
1,13,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,64,0,1.0,0.9821344612135428,"['SFHH', 'FHHH', 'FFFH', 'FFFG']"
1,91,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,100,0,1.0,0.9530650263643888,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,59,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,18,0,1.0,0.837556937769312,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,35,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,32,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9733217421754432,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,96,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,30,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,54,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFFF', 'FFHG']"
1,99,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,35,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,99,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9559328248389055,"['SFHH', 'FHFF', 'FFFH', 'HFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'FHFG']"
1,15,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,25,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,18,0,1.0,0.9276389118674717,"['SFHH', 'FFHH', 'FFFF', 'FHFG']"
1,63,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'HFFG']"
1,99,0,1.0,0.9416796087056153,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,88,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,71,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FFFF', 'HHFG']"
1,59,0,1.0,0.8683052775100066,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'HHHG']"
1,73,0,1.0,0.9704017769489168,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,42,0,1.0,0.9138075656044898,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,69,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,30,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'HFFG']"
1,59,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'FFHG']"
1,11,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFH', 'HFFG']"
1,65,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,96,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFFH', 'FFFG']"
1,61,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,88,0,1.0,0.9473552137914398,"['SFHF', 'HFHH', 'HFHF', 'FFFG']"
1,46,0,1.0,0.9502058312852957,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFH', 'FFFG']"
1,29,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,48,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HHFF', 'HHFG']"
1,30,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,92,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,18,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'HFFG']"
1,52,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFF', 'FHFG']"
1,91,0,1.0,0.8300415167526705,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,51,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FHFG']"
1,19,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,34,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,97,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,56,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,92,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,68,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'FFFF', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,83,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HHFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHH', 'HFFG']"
1,47,0,1.0,0.8947894553945313,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,40,0,0.0,0.0,"['SFHF', 'FHHF', 'FHFH', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,42,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,35,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,66,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HHFH', 'FFFG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFFF', 'HFFG']"
1,81,0,1.0,0.93603800616986,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,40,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,80,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,54,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'HHFF', 'HHHG']"
1,89,0,1.0,0.9733217421754432,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,71,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FHHF', 'FHFH', 'FFFG']"
1,88,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'HFHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,61,0,1.0,0.9704017769489168,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,44,0,1.0,0.8527925358961662,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,97,0,1.0,0.9674905716180701,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,39,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'FFHG']"
1,60,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,49,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,40,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,8,0,1.0,0.9056079456455165,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,39,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHH', 'HFFG']"
1,42,0,1.0,0.9445131481500655,"['SHFF', 'FFFF', 'HHHF', 'FHHG']"
1,8,0,1.0,0.8657003616774767,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,34,0,1.0,0.9445131481500655,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,79,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,40,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'FFFF', 'HFFG']"
1,95,0,1.0,0.9388545698794984,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,22,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,31,0,1.0,0.8201257512162927,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,11,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,28,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,43,0,1.0,0.9248559951318693,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,71,0,1.0,0.9248559951318693,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,34,0,1.0,0.8006481694852418,"['SFFF', 'HHFH', 'FHFF', 'HFHG']"
1,33,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,57,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HFFF', 'HFFG']"
