Temperature,Simulations,Return,Discounted Return,Map
1,79,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,20,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'HHFG']"
1,20,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,66,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,24,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,76,0,1.0,0.9388545698794984,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,10,0,1.0,0.798246224976786,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,6,0,1.0,0.8275513922024125,"['SFHF', 'HFFF', 'FHFF', 'FHFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,37,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,62,0,1.0,0.9645880999032158,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9733217421754432,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,35,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,59,0,1.0,0.9248559951318693,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,33,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,73,0,1.0,0.8788035596734672,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,15,0,1.0,0.9138075656044898,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FFHF', 'HFFG']"
1,77,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,79,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,75,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,30,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHFG']"
1,98,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,56,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,19,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,32,0,1.0,0.8974819010978248,"['SFFH', 'HFFF', 'HFHF', 'HHFG']"
1,44,0,1.0,0.7746195551602378,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,43,0,1.0,0.8426049842298329,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,39,0,0.0,0.0,"['SHHH', 'FFHH', 'FHHF', 'FFFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,59,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,55,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.8709180316048211,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,36,0,1.0,0.8400771692771434,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,88,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,32,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,72,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,93,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'HFFF', 'HFFG']"
1,58,0,1.0,0.9530650263643888,"['SFFH', 'HFFH', 'HHFH', 'FHFG']"
1,20,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFHG']"
1,41,0,1.0,0.9445131481500655,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,55,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFFF', 'HFFG']"
1,39,0,1.0,0.8553586117313603,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,25,0,1.0,0.7584982177744161,"['SFFF', 'FHFH', 'HHFH', 'HHFG']"
1,31,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
1,95,0,1.0,0.9473552137914398,"['SHFH', 'FFHH', 'FFFF', 'FFHG']"
1,15,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'HFFF', 'FFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFHF', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,65,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,46,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,66,0,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FHHF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,34,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'HHFG']"
1,67,0,1.0,0.8683052775100066,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,46,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,60,0,1.0,0.8250687380258053,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,47,0,1.0,0.747188804859888,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,27,0,1.0,0.8325391341551359,"['SFHH', 'FFFF', 'FFHF', 'FHHG']"
1,7,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,46,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,62,0,1.0,0.7607805594527743,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,90,0,1.0,0.9762504936564125,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,74,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,87,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,57,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,96,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,18,0,1.0,0.9110661429076764,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,77,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FHHF', 'FFHG']"
1,43,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,39,0,1.0,0.8947894553945313,"['SFHF', 'FFHF', 'HFFH', 'FHFG']"
1,72,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FFFF', 'HHFG']"
1,40,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FFHG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FFFF', 'HHFG']"
1,81,0,1.0,0.9762504936564125,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,90,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,31,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'FFHG']"
1,94,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,56,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'FFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHHF', 'HHHG']"
1,33,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,72,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,33,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,76,0,1.0,0.8657003616774767,"['SHHF', 'FFHF', 'HFFF', 'HHFG']"
1,73,0,1.0,0.9588092525966956,"['SHFH', 'FHFH', 'FFFF', 'FFHG']"
1,33,0,1.0,0.9220814271464737,"['SHFF', 'FFFF', 'HHFF', 'FHFG']"
1,82,0,1.0,0.9138075656044898,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,100,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,99,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'FFHG']"
1,22,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,18,0,1.0,0.7630697687590515,"['SHHH', 'FHHH', 'FFHF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHFG']"
1,54,0,1.0,0.9220814271464737,"['SFFH', 'HFHH', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,30,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,38,0,1.0,0.8250687380258053,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,61,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,56,0,1.0,0.8974819010978248,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,27,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,32,0,1.0,0.8400771692771434,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,90,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,29,0,1.0,0.8176653739626438,"['SFFH', 'HHFH', 'FHFF', 'HHHG']"
1,61,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HHHG']"
1,29,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,62,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,46,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'FFHG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFF', 'FFFG']"
1,58,0,1.0,0.9616943356035061,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,8,0,1.0,0.8325391341551359,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,73,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'HHHG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'HFFG']"
1,68,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,99,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,39,0,1.0,0.7863441585589971,"['SFHH', 'FFHH', 'HFHH', 'HFFG']"
1,56,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,22,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,62,0,1.0,0.9588092525966956,"['SHFF', 'FFHF', 'HFFF', 'FFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'HFHG']"
1,98,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFHF', 'FHHG']"
1,53,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,24,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,58,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFFF', 'FFHG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFF', 'FHHG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,65,0,1.0,0.9110661429076764,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,24,0,1.0,0.884100203995605,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,55,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHFG']"
1,55,0,1.0,0.8127667407072335,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,22,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'HFFH', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,51,0,1.0,0.9530650263643888,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,56,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'FFHG']"
1,68,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,86,0,1.0,0.8974819010978248,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,62,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,45,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HHHF', 'FFFG']"
1,63,0,1.0,0.8788035596734672,"['SFHF', 'HFHF', 'HFHH', 'FFFG']"
1,15,0,1.0,0.8127667407072335,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,85,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,47,0,1.0,0.9332298921513504,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,13,0,1.0,0.9220814271464737,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,88,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,45,0,1.0,0.857932408958235,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,24,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'FFHG']"
1,60,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,99,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHFF', 'HFFG']"
1,63,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,100,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,54,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'HHFG']"
1,14,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,42,0,1.0,0.884100203995605,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,66,0,1.0,0.9332298921513504,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,86,0,1.0,0.9704017769489168,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,20,0,1.0,0.8894287717672626,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,94,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,19,0,1.0,0.8103284404851119,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,2,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,30,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,100,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'HFFF', 'HFHG']"
1,46,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,36,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,84,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,54,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,24,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FHFF', 'HFHG']"
1,76,0,1.0,0.9445131481500655,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,29,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9502058312852957,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,71,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9674905716180701,"['SHFF', 'FHFF', 'FHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'HHHG']"
1,29,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,56,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,82,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FHHG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFH', 'FHFG']"
1,44,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'HFFG']"
1,30,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FFHF', 'HHFG']"
1,84,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,15,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHFF', 'FHHG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,38,0,1.0,0.8788035596734672,"['SFHF', 'FFFF', 'FHHF', 'HHHG']"
1,15,0,1.0,0.8426049842298329,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,32,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,63,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'FHFF', 'HFHG']"
1,44,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,78,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,41,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,74,0,1.0,0.9616943356035061,"['SFHF', 'HFHF', 'HFFH', 'FFFG']"
1,57,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,34,0,1.0,0.7584982177744161,"['SFHF', 'HFFH', 'FFHF', 'HFFG']"
1,43,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,54,0,1.0,0.90289112180858,"['SFFF', 'HHFH', 'HHFH', 'FHFG']"
1,97,0,1.0,0.8709180316048211,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,41,0,1.0,0.9616943356035061,"['SHHF', 'FHFF', 'FHHH', 'FFFG']"
1,86,0,1.0,0.9445131481500655,"['SHFF', 'FFHH', 'FFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,39,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFH', 'HHFG']"
1,61,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,15,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHH', 'HFFG']"
1,44,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,81,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFFF', 'HHHG']"
1,69,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,40,0,1.0,0.9733217421754432,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,54,0,1.0,0.9001824484431542,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9445131481500655,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,45,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,22,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,34,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'HFFH', 'FFFG']"
1,65,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HFFF', 'FFFG']"
1,95,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,12,0,1.0,0.8788035596734672,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,37,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,20,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,83,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,23,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,40,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,51,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,8,0,1.0,0.8502341582884777,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,21,0,1.0,0.9276389118674717,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,85,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,93,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'FHFF', 'FFHG']"
1,39,0,1.0,0.798246224976786,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,97,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,79,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,26,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFFF', 'HHFG']"
1,67,0,1.0,0.9559328248389055,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,48,0,1.0,0.8921050870283477,"['SFFF', 'HHFH', 'HFFF', 'FHHG']"
1,91,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,77,0,1.0,0.8735386475474635,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,66,0,1.0,0.8225935318117279,"['SHHF', 'FFFF', 'HFHF', 'FHFG']"
1,17,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'HFFF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,94,0,1.0,0.9821344612135428,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,91,0,1.0,0.90289112180858,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,92,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,29,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'HFHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFF', 'HHHG']"
1,54,0,1.0,0.9645880999032158,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,57,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
