Temperature,Simulations,Return,Discounted Return,Map
1,91,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,68,0,1.0,0.9733217421754432,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HHHG']"
1,26,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'HFHG']"
1,71,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,88,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,91,0,1.0,0.8867604854519608,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,30,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,74,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,73,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHHF', 'HFHG']"
1,45,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'FFFF', 'HHFG']"
1,29,0,1.0,0.9083329444789534,"['SHFH', 'FHFF', 'FFHF', 'FFFG']"
1,5,0,1.0,0.8152123778407558,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,71,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,42,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'HFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,55,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,82,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFF', 'HHHG']"
1,76,0,1.0,0.9248559951318693,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
1,71,0,1.0,0.9502058312852957,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,16,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,79,0,1.0,0.8152123778407558,"['SHFH', 'FFFH', 'HFHF', 'HFFG']"
1,17,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,84,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,97,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,9,0,1.0,0.7630697687590515,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HHHG']"
1,87,0,1.0,0.8502341582884777,"['SHFH', 'FFFF', 'HHHF', 'HFHG']"
1,24,0,1.0,0.8006481694852418,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,92,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,88,0,1.0,0.9762504936564125,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,87,0,1.0,0.8683052775100066,"['SFHH', 'FFHH', 'HFHF', 'HFFG']"
1,72,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,81,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,84,0,1.0,0.9388545698794984,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,44,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'HHFF', 'FHFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,50,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,95,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,24,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,6,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FFFF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,95,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,30,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,51,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,49,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFHF', 'FFHG']"
1,69,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FFHG']"
1,38,0,1.0,0.8451404054461714,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,7,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFF', 'HFHG']"
1,3,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FFFF', 'FFFG']"
1,17,0,1.0,0.8325391341551359,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,59,0,1.0,0.9616943356035061,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,27,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,83,0,1.0,0.8974819010978248,"['SFHH', 'HFHF', 'HFFF', 'FHHG']"
1,55,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,47,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,20,0,1.0,0.9473552137914398,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,28,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFHF', 'HHHG']"
1,100,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,22,0,1.0,0.8974819010978248,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,82,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'FFFG']"
1,35,0,1.0,0.8921050870283477,"['SFHF', 'FHHH', 'FHFF', 'FFFG']"
1,63,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,40,0,1.0,0.7722956964947572,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,31,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,26,0,1.0,0.8400771692771434,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,22,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,59,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFF', 'FFHG']"
1,27,0,1.0,0.8894287717672626,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,94,0,1.0,0.9674905716180701,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,35,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FFHG']"
1,69,0,1.0,0.8814479033836181,"['SFFF', 'HFHH', 'FFFH', 'FHFG']"
1,40,0,1.0,0.9332298921513504,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,26,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,76,0,1.0,0.9473552137914398,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,52,0,1.0,0.8683052775100066,"['SFFH', 'FFHF', 'HFHH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,25,0,1.0,0.9056079456455165,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,80,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FHHF', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,55,0,1.0,0.9473552137914398,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,26,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FHFF', 'FHFG']"
1,78,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,95,0,1.0,0.9791880578299021,"['SHFH', 'FHFH', 'FHFH', 'FFFG']"
1,80,0,1.0,0.835044266956004,"['SFHH', 'FFHH', 'HFHF', 'HFFG']"
1,95,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,91,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HHFF', 'HHHG']"
1,37,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,91,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,88,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,66,0,1.0,0.9704017769489168,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,50,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,84,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FFHF', 'FHHG']"
1,68,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,66,0,1.0,0.9445131481500655,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,31,0,1.0,0.9001824484431542,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,93,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFHH', 'FFFG']"
1,63,0,1.0,0.9276389118674717,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,89,0,1.0,0.9616943356035061,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,19,0,1.0,0.7449472384453084,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,68,0,1.0,0.8921050870283477,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,80,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,97,0,1.0,0.9220814271464737,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,93,0,1.0,0.9193151828650342,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,45,0,1.0,0.7722956964947572,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,20,0,1.0,0.9332298921513504,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
