Temperature,Simulations,Return,Discounted Return,Map
1,2,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'HFFG']"
1,43,0,0.0,0.0,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,63,0,1.0,0.8300415167526705,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HFFG']"
1,42,0,1.0,0.798246224976786,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,51,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,51,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,14,0,1.0,0.8152123778407558,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,23,0,1.0,0.9530650263643888,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,29,0,1.0,0.9559328248389055,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,55,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,19,0,1.0,0.8709180316048211,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,62,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHFF', 'HHHG']"
1,33,0,1.0,0.8657003616774767,"['SFFH', 'FFHH', 'FFFF', 'FHFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,15,0,1.0,0.9110661429076764,"['SHFH', 'FFFH', 'FHFH', 'FFFG']"
1,15,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'HFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,65,0,1.0,0.8527925358961662,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,40,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'HHHG']"
1,11,0,1.0,0.8814479033836181,"['SFFF', 'FHFF', 'HHHF', 'HFHG']"
1,92,0,1.0,0.9248559951318693,"['SFFH', 'FFFF', 'HHHF', 'FFHG']"
1,63,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,28,0,1.0,0.8152123778407558,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,93,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,92,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FFHF', 'HFHG']"
1,97,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHF', 'FHFF', 'FFFG']"
1,35,0,1.0,0.93603800616986,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,51,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,26,0,1.0,0.79346393184295,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,90,0,1.0,0.8103284404851119,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,56,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFHF', 'HFFG']"
1,39,0,1.0,0.9110661429076764,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,85,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,40,0,1.0,0.8921050870283477,"['SFFF', 'HHFH', 'HHFF', 'HFHG']"
1,84,0,1.0,0.9304302024748964,"['SHFF', 'FFFH', 'HFFF', 'FFHG']"
1,94,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'FHFH', 'FFFG']"
1,55,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,44,0,1.0,0.9473552137914398,"['SHFF', 'FFHH', 'FHHH', 'FFFG']"
1,82,0,1.0,0.9821344612135428,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HFFF', 'FHFG']"
1,71,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFFH', 'FFFG']"
1,74,0,1.0,0.9704017769489168,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,51,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'HFFF', 'FFFG']"
1,51,0,1.0,0.8553586117313603,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,48,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,76,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'HFFG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'FHFG']"
1,83,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,89,0,1.0,0.9502058312852957,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,23,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFH', 'FHFG']"
1,58,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,17,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,73,0,1.0,0.93603800616986,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,60,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'HFFH', 'FFFG']"
1,63,0,1.0,0.9193151828650342,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.8947894553945313,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,82,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFF', 'HFFG']"
1,42,0,1.0,0.860513950810667,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,79,0,1.0,0.9193151828650342,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,63,0,1.0,0.8921050870283477,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,87,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,85,0,1.0,0.9473552137914398,"['SFHH', 'FFFH', 'FFHH', 'HFFG']"
1,71,0,1.0,0.985089730404757,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,20,0,1.0,0.7699788094052729,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,64,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,29,0,1.0,0.8761671489944468,"['SFHF', 'HFFH', 'HHFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HFFG']"
1,28,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,71,0,1.0,0.9559328248389055,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,62,0,1.0,0.9645880999032158,"['SHFH', 'FFHH', 'FFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,13,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,11,0,1.0,0.8761671489944468,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,31,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,84,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,21,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FHHF', 'FFFG']"
1,61,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FFFH', 'HHFG']"
1,47,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,13,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,90,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,64,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.9704017769489168,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,95,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,100,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,54,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,76,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,28,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'HFHF', 'FHHG']"
1,67,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,2,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,44,0,1.0,0.8103284404851119,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,96,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,29,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHH', 'HFFG']"
1,54,0,1.0,0.9193151828650342,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,27,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,34,0,1.0,0.8054737627981655,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'HFFG']"
1,93,0,1.0,0.9762504936564125,"['SFHH', 'HFHF', 'HFFF', 'FHFG']"
1,47,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFH', 'HFFG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HFHG']"
1,26,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFHF', 'FHHG']"
1,81,0,1.0,0.9332298921513504,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,76,0,1.0,0.9733217421754432,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,51,0,1.0,0.9445131481500655,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,79,0,1.0,0.9445131481500655,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,12,0,1.0,0.7539540549517295,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,48,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,54,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,75,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,97,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFH', 'FFFG']"
1,91,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFFF', 'FFFG']"
1,59,0,1.0,0.9304302024748964,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,27,0,1.0,0.9193151828650342,"['SFFF', 'FFFH', 'FFHF', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,66,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'HHFG']"
1,42,0,1.0,0.8814479033836181,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,3,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FFFH', 'FFFG']"
1,82,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,82,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,67,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,19,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,32,0,1.0,0.835044266956004,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,72,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,44,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'HFFF', 'FFHG']"
1,81,0,1.0,0.9645880999032158,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,91,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,57,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,35,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,45,0,1.0,0.9193151828650342,"['SFFF', 'HFHF', 'FFFF', 'FFHG']"
1,81,0,1.0,0.9821344612135428,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,35,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,36,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,24,0,1.0,0.8006481694852418,"['SHHH', 'FFFF', 'FFFH', 'FHFG']"
1,64,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HHHG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHHG']"
1,69,0,1.0,0.8867604854519608,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,51,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,68,0,1.0,0.8735386475474635,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,78,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,36,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,31,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'FFFG']"
1,96,0,1.0,0.8974819010978248,"['SHFF', 'FFFF', 'HFHF', 'FFHG']"
1,70,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,61,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,95,0,1.0,0.9193151828650342,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,20,0,1.0,0.9193151828650342,"['SFFF', 'HFFF', 'HHHF', 'FFFG']"
1,91,0,1.0,0.9276389118674717,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,92,0,1.0,0.8325391341551359,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FFFG']"
1,55,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,18,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFHG']"
1,5,0,1.0,0.9530650263643888,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,80,0,1.0,0.9588092525966956,"['SHHF', 'FFFF', 'FFHF', 'HHHG']"
1,40,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,70,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,70,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFF', 'FFHG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,50,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,31,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,50,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FHFF', 'FFHG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,66,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,56,0,1.0,0.857932408958235,"['SFFH', 'FFHF', 'FHHH', 'FFFG']"
1,45,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'FHFG']"
1,22,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HHFG']"
1,10,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,81,0,1.0,0.9588092525966956,"['SFFH', 'HFHH', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'FHFF', 'HFHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,54,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'FHFF', 'HFFG']"
1,48,0,1.0,0.8683052775100066,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,35,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,40,0,1.0,0.9445131481500655,"['SHHF', 'FHFH', 'FHFH', 'FFFG']"
1,68,0,1.0,0.798246224976786,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,96,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,58,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,69,0,1.0,0.9416796087056153,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,99,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,13,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FHFF', 'HFFG']"
1,76,0,1.0,0.90289112180858,"['SFHF', 'FHHF', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,85,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'HHHF', 'HFFG']"
1,38,0,1.0,0.9616943356035061,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,35,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHHG']"
1,25,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,67,0,1.0,0.8974819010978248,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFF', 'FFFG']"
1,39,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HHHG']"
1,44,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,31,0,1.0,0.8788035596734672,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,58,0,1.0,0.8502341582884777,"['SFHH', 'HFHH', 'HFHF', 'HFFG']"
1,64,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,38,0,1.0,0.8553586117313603,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,3,0,1.0,0.9248559951318693,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHH', 'FFFG']"
1,32,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,35,0,1.0,0.8657003616774767,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,11,0,1.0,0.9304302024748964,"['SFFH', 'FHFF', 'HHFF', 'HFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FHHG']"
1,75,0,1.0,0.9559328248389055,"['SHHF', 'FFFF', 'HHFF', 'FHHG']"
1,72,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHFF', 'FHFG']"
1,56,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9530650263643888,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,16,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,93,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,43,0,1.0,0.9332298921513504,"['SFFF', 'FFFH', 'FFFF', 'FHHG']"
1,29,0,1.0,0.9502058312852957,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,70,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,68,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HHHF', 'FFHG']"
1,90,0,1.0,0.9674905716180701,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,14,0,1.0,0.884100203995605,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,27,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,45,0,1.0,0.9220814271464737,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,63,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,42,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,98,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,59,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,40,0,1.0,0.8761671489944468,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,9,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,12,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,72,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FHHF', 'FHFG']"
1,60,0,1.0,0.884100203995605,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,87,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HFFF', 'HFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FHHF', 'FHFH', 'FFFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'HFFG']"
1,62,0,1.0,0.9502058312852957,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,9,0,1.0,0.7722956964947572,"['SFFH', 'HFFH', 'FHFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'FHFG']"
1,46,0,1.0,0.9473552137914398,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,18,0,1.0,0.9220814271464737,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,62,0,1.0,0.7746195551602378,"['SFHF', 'FFFF', 'FHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
