Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return
500,-0.014359526336193085,0.03328614681959152,0.015047291293740273,0.01311170682311058,7,500.0
500,0.026929199695587158,0.02531122975051403,0.0368092842400074,0.020759256556630135,12,493.0
500,-0.016992121934890747,-0.006536773405969143,0.03383231163024902,-0.02958686649799347,8,216.0
500,0.03320027142763138,-0.013080817647278309,-0.03508885204792023,0.0037479542661458254,16,248.0
500,0.011965863406658173,-0.039874106645584106,-0.007745085284113884,-0.049249958246946335,10,193.0
500,-0.002096972893923521,-0.011243198998272419,0.038127556443214417,-0.03176640719175339,8,438.0
500,-0.03229353576898575,0.0433039516210556,-0.011981952004134655,0.03676256164908409,8,500.0
500,-0.01729637011885643,0.002477393951267004,0.042169686406850815,0.03653793781995773,9,196.0
500,-0.04225732386112213,-0.024040047079324722,-0.042486999183893204,-0.043707624077796936,7,500.0
500,0.013859466649591923,0.04771870747208595,0.04774242639541626,-0.024758536368608475,11,252.0
500,0.03838630020618439,0.023972705006599426,-0.026465514674782753,0.03631084784865379,14,500.0
500,0.031107109040021896,-0.034452252089977264,-0.0415874645113945,-0.020100751891732216,6,188.0
500,0.021433046087622643,0.04412065073847771,0.04524530470371246,-0.02182069793343544,3,73.0
500,-0.03315326198935509,0.0010011791018769145,-0.03764071315526962,-0.0030629283282905817,11,142.0
500,-0.04324549436569214,0.021604623645544052,0.03194570541381836,-0.01745564490556717,7,216.0
500,0.016111284494400024,0.005935688503086567,0.030066590756177902,-0.010381616652011871,6,345.0
500,0.048092544078826904,0.02500429004430771,0.0281420536339283,0.017809156328439713,5,362.0
500,0.009822298772633076,-0.0006647772970609367,0.03695571422576904,-0.00541459396481514,13,500.0
500,-0.0012892845552414656,0.04702405259013176,-0.013804859481751919,0.0489170178771019,7,500.0
500,-0.03778039291501045,-0.026434533298015594,-0.013220136053860188,0.01038993988186121,14,443.0
500,-0.04545590654015541,-0.013321171514689922,0.03771861270070076,-0.023132173344492912,16,500.0
500,-0.04717739671468735,0.04679865762591362,0.038355790078639984,0.04493529349565506,15,500.0
500,0.016108741983771324,0.02476298250257969,-0.0010827564401552081,0.015752023085951805,13,347.0
500,-0.01926797814667225,-0.0016095222672447562,0.01714441366493702,-0.01613672450184822,9,308.0
500,-0.002631125273182988,0.01116139441728592,0.021688761189579964,-0.026150599122047424,16,500.0
500,0.006018784362822771,0.036733973771333694,0.02625642903149128,0.04174122214317322,13,369.0
500,-0.0021509204525500536,0.015269181691110134,0.04468990117311478,-0.01532608363777399,13,224.0
500,0.04854046180844307,-0.006745135877281427,0.03801007568836212,-0.03312591835856438,16,345.0
500,0.008038362488150597,-0.018485192209482193,0.029900843277573586,0.0072458162903785706,4,240.0
500,-0.0341741144657135,-0.0038857327308505774,-0.019095400348305702,-0.024803951382637024,3,246.0
500,0.015632690861821175,0.013629138469696045,-0.019796963781118393,-0.008231231942772865,5,341.0
500,0.04351204261183739,0.005872310604900122,0.0051460424438118935,0.018086912110447884,16,500.0
500,-0.04932614788413048,0.025054767727851868,0.0038763151969760656,-0.038970593363046646,4,201.0
500,-0.04420074075460434,0.02574477531015873,-0.016146190464496613,0.026144465431571007,14,457.0
500,0.04515565186738968,-0.044529423117637634,0.011916969902813435,-0.02624034509062767,15,346.0
500,0.01579524576663971,0.036186810582876205,-0.03983237221837044,-0.02040567807853222,13,500.0
500,0.0029251554515212774,-0.021799733862280846,0.007860863581299782,-0.01056710071861744,9,216.0
500,0.008428012020885944,-0.027714697644114494,0.038785263895988464,0.0001866574166342616,16,500.0
500,-0.04934212192893028,0.01960999146103859,0.03046022541821003,-0.04905442148447037,16,500.0
500,-0.04360505938529968,0.025451932102441788,-0.004927793517708778,0.0068650320172309875,13,318.0
500,0.019758999347686768,-0.023476915434002876,0.03834640234708786,-0.04709913954138756,13,500.0
500,0.015513049438595772,0.008947411552071571,0.04057789593935013,0.030404912307858467,2,27.0
500,-0.039662495255470276,0.04768833518028259,-0.012961619533598423,-0.01161437202244997,1,10.0
500,0.008772190660238266,0.049956124275922775,0.037852693349123,0.03510031849145889,8,326.0
500,0.02362239360809326,-0.018379198387265205,-0.00034404403413645923,0.022740786895155907,11,184.0
500,0.0064586070366203785,0.032272372394800186,-0.0013283613370731473,-0.04946080967783928,1,10.0
500,0.04425232857465744,-0.0374588705599308,0.0457967184484005,-0.046499937772750854,10,199.0
500,-0.025947660207748413,0.026161566376686096,0.003996819723397493,-0.012508172541856766,12,328.0
500,-0.04971148818731308,0.038190677762031555,-0.010403328575193882,-0.023917505517601967,3,183.0
500,0.013683871366083622,0.0048423754051327705,-0.02007461152970791,-0.02620059810578823,8,500.0
500,-0.030802685767412186,-0.01191961020231247,-0.03848227858543396,-0.024019531905651093,6,447.0
500,0.04591112583875656,0.008626352995634079,0.04499923065304756,-0.006428150925785303,5,500.0
500,-0.020109666511416435,0.0300502460449934,0.025880994275212288,0.007309382781386375,1,9.0
500,-0.04187348857522011,4.843369242735207e-05,-0.009426623582839966,0.028175562620162964,1,10.0
500,0.01122275274246931,0.03793208673596382,-0.008034777827560902,-0.018073782324790955,11,439.0
500,-0.00016340294678229839,0.013259641826152802,0.04023430496454239,0.013970654457807541,4,184.0
500,0.04079578444361687,0.03924845531582832,-0.03586587309837341,-0.021028932183980942,16,229.0
500,-0.019542336463928223,-0.007579452823847532,0.00828018132597208,0.011982372030615807,15,500.0
500,-0.04557003453373909,-0.0364040732383728,-0.034823112189769745,-0.016244664788246155,7,465.0
500,-0.024049757048487663,-0.039517976343631744,0.029630085453391075,0.03798418119549751,7,500.0
500,-0.01501524355262518,-0.037830010056495667,-0.024471327662467957,0.032047733664512634,14,500.0
500,0.04927399009466171,-0.04375239834189415,0.0018626120872795582,-0.021862084046006203,8,500.0
500,0.04942895844578743,0.025276130065321922,-0.042652957141399384,-0.040426187217235565,12,188.0
500,-0.034807316958904266,0.036012910306453705,0.03988473117351532,0.03138775750994682,9,279.0
500,0.0015450764913111925,0.03267771750688553,0.00377808790653944,0.04707806557416916,13,421.0
500,0.03710180148482323,-0.01822703704237938,-0.03972333297133446,0.019693648442626,8,183.0
500,0.026626301929354668,0.021757377311587334,-0.019861744716763496,0.034890975803136826,5,352.0
500,0.0264823529869318,0.004970506299287081,0.026093775406479836,0.00864284299314022,5,182.0
500,0.013913721777498722,-0.04558153823018074,0.03098383918404579,-0.030320335179567337,12,500.0
500,-0.022214392200112343,0.04407917335629463,-0.015128005295991898,-0.007781150285154581,14,500.0
500,0.0008281564223580062,0.005639620125293732,0.0466901995241642,0.02736632339656353,5,260.0
500,-0.000781501003075391,0.008200172334909439,-0.008363778702914715,0.04531307518482208,1,9.0
500,0.006320452783256769,0.02391359582543373,-0.0361064188182354,-0.03183361515402794,13,223.0
500,-0.02735392190515995,-0.03439384698867798,-0.03656307980418205,0.027813689783215523,9,355.0
500,0.04322954639792442,0.017216414213180542,0.048326075077056885,-0.029213089495897293,4,464.0
500,0.021473264321684837,0.03964490443468094,-0.007097306661307812,0.009334958158433437,7,174.0
500,0.01581929437816143,0.021588660776615143,0.02424084022641182,0.031017864122986794,15,500.0
500,-0.03435225039720535,-0.03079279139637947,-0.00724386889487505,-0.013171846978366375,11,178.0
500,0.0075915479101240635,0.03504810854792595,-0.007003440987318754,0.015429407358169556,7,259.0
500,0.0214568879455328,0.021428879350423813,-0.024811189621686935,0.010107158683240414,10,229.0
500,0.04295605421066284,0.0001845075166784227,-0.040616393089294434,-0.027968207374215126,12,376.0
500,0.020019223913550377,0.040137503296136856,0.019557485356926918,-0.0017481008544564247,3,221.0
500,0.03391554579138756,0.041638124734163284,0.02184162847697735,-0.04668396711349487,10,267.0
500,-0.02484075352549553,0.04913373291492462,0.004037248436361551,-0.008084367960691452,14,500.0
500,0.04190703481435776,0.033894896507263184,-0.048613954335451126,0.0004931517760269344,8,500.0
500,-0.00796185340732336,-0.03874003514647484,-0.0230119451880455,-0.034360893070697784,3,458.0
500,-0.04597392678260803,-0.030006729066371918,-0.004353188443928957,-0.036726608872413635,12,219.0
500,0.01978698931634426,0.004264306277036667,-0.03519770875573158,0.03941025957465172,4,186.0
500,-0.031737860292196274,-0.04799715802073479,0.03903156518936157,-0.020283212885260582,9,388.0
500,0.012245334684848785,0.03683055564761162,0.005351320840418339,0.04206473007798195,9,365.0
500,-0.045718055218458176,-0.044247131794691086,-0.014531877823174,-0.013986128382384777,15,434.0
500,0.046078406274318695,0.04063400626182556,0.03447343036532402,0.02515866421163082,9,367.0
500,0.024816930294036865,-0.030791137367486954,-0.03510166332125664,-0.03442591056227684,14,500.0
