Temperature,Simulations,Return,Discounted Return,Map
1,57,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,90,0,1.0,0.9616943356035061,"['SHFH', 'FHFF', 'FHHF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,79,0,1.0,0.9388545698794984,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,26,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,53,0,1.0,0.8225935318117279,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,22,0,1.0,0.8553586117313603,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,18,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HFHF', 'FHHG']"
1,36,0,1.0,0.9193151828650342,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,20,0,1.0,0.8921050870283477,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,55,0,1.0,0.9473552137914398,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,36,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,41,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFH', 'FHFG']"
1,65,0,1.0,0.7887102894272789,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,34,0,1.0,0.9165572373164391,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,69,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,65,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,46,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,50,0,1.0,0.9530650263643888,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,19,0,1.0,0.884100203995605,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,84,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,42,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,92,0,1.0,0.9165572373164391,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,31,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,27,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,67,0,1.0,0.8709180316048211,"['SFHH', 'FFFF', 'FHHF', 'HFFG']"
1,11,0,0.0,0.0,"['SFFF', 'HHFF', 'FFFH', 'FHFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,42,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,31,0,1.0,0.8947894553945313,"['SFFF', 'FFFH', 'FHFF', 'HFHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,82,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,72,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,35,0,1.0,0.9276389118674717,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HFFH', 'FFFG']"
1,46,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,90,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FFHG']"
1,55,0,1.0,0.8974819010978248,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,99,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FHFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,63,0,1.0,0.860513950810667,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,73,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,70,0,1.0,0.8657003616774767,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFH', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,74,0,1.0,0.9473552137914398,"['SFFH', 'FFHF', 'FFHH', 'HFFG']"
1,31,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,90,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FHFH', 'FFFG']"
1,46,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHHF', 'HHFG']"
1,88,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'HFFF', 'HHHG']"
1,73,0,1.0,0.9530650263643888,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,62,0,1.0,0.8894287717672626,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,41,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HHFH', 'HFFG']"
1,70,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,28,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHHG']"
1,77,0,1.0,0.9733217421754432,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,19,0,1.0,0.8325391341551359,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,92,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,32,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'FFFF', 'HHFG']"
1,46,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FHFF', 'FHFG']"
1,62,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,23,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9559328248389055,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,19,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,86,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,42,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,99,0,1.0,0.90289112180858,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,17,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,46,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,6,0,1.0,0.90289112180858,"['SHFH', 'FFFH', 'FFFF', 'FFFG']"
1,17,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,37,0,1.0,0.9276389118674717,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,40,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHHF', 'HFHG']"
1,63,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,89,0,1.0,0.8814479033836181,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,99,0,1.0,0.9821344612135428,"['SHFF', 'FHHF', 'FFHF', 'FFFG']"
1,54,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,33,0,1.0,0.8657003616774767,"['SFHH', 'FHHF', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9588092525966956,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,30,0,1.0,0.9304302024748964,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,97,0,1.0,0.8735386475474635,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,35,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,79,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FFFH', 'HFFG']"
1,24,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,44,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,55,0,1.0,0.9276389118674717,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,62,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,44,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,98,0,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FFHG']"
1,70,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,42,0,1.0,0.835044266956004,"['SHHF', 'FHFH', 'FHFH', 'FFFG']"
1,73,0,1.0,0.9138075656044898,"['SHHH', 'FFHF', 'HFFF', 'FFHG']"
1,90,0,1.0,0.9674905716180701,"['SFHF', 'HFHF', 'HFFF', 'FFHG']"
1,59,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFFF', 'HHHG']"
1,40,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,8,0,1.0,0.9704017769489168,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,89,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,46,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FFHF', 'HFHG']"
1,4,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,81,0,1.0,0.835044266956004,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,71,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,24,0,1.0,0.7887102894272789,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,80,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,66,0,1.0,0.9645880999032158,"['SFFH', 'HFHF', 'FFFF', 'FFHG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'FHFG']"
1,69,0,1.0,0.8127667407072335,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,76,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,100,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9530650263643888,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,18,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,79,0,1.0,0.9388545698794984,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,84,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,52,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,61,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FFFF', 'FFFG']"
1,19,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FHFF', 'HHFG']"
1,36,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,87,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9645880999032158,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,87,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,50,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,70,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFH', 'FHHF', 'FFFG']"
1,61,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,38,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,70,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,56,0,1.0,0.9762504936564125,"['SFHH', 'FHFH', 'FHHF', 'FFFG']"
1,18,0,1.0,0.90289112180858,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FFFF', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,19,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'HHFG']"
1,19,0,1.0,0.9530650263643888,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,98,0,1.0,0.9332298921513504,"['SFFH', 'FHHH', 'FFFH', 'HFFG']"
1,40,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,7,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFH', 'HHFG']"
1,73,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,97,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,74,0,1.0,0.93603800616986,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,39,0,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,70,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'HFFG']"
1,77,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,38,0,1.0,0.8152123778407558,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,62,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,66,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,36,0,1.0,0.9559328248389055,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,60,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,9,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,45,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'FFFH', 'HHFG']"
1,14,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9645880999032158,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,85,0,1.0,0.9502058312852957,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,72,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFF', 'FHFG']"
1,81,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FHHF', 'FFFG']"
1,23,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,96,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,62,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,15,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHH', 'HFFG']"
1,100,0,1.0,0.7958514863018556,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,96,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,19,0,1.0,0.7699788094052729,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,15,0,1.0,0.8735386475474635,"['SFHH', 'HFHF', 'FFFH', 'FFFG']"
1,12,0,1.0,0.8867604854519608,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,34,0,1.0,0.7863441585589971,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,63,0,1.0,0.9645880999032158,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,37,0,1.0,0.8921050870283477,"['SHFF', 'FHFF', 'FHFH', 'FFFG']"
1,23,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HHFG']"
1,45,0,1.0,0.78398512608332,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,77,0,1.0,0.9138075656044898,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,67,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,24,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HHFF', 'HHHG']"
1,29,0,1.0,0.8275513922024125,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,32,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,67,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,93,0,1.0,0.803057341509771,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,80,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,20,0,1.0,0.9388545698794984,"['SHFF', 'FFFH', 'FHFH', 'FFFG']"
1,88,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HHFF', 'HHFG']"
1,56,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,21,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,64,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'HFFF', 'FFHG']"
1,18,0,1.0,0.835044266956004,"['SHHF', 'FFFF', 'HFFH', 'FFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'FHHG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FFFG']"
1,35,0,1.0,0.8152123778407558,"['SHFF', 'FHFF', 'FHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'HFFF', 'FFHG']"
1,43,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,28,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,92,0,1.0,0.9193151828650342,"['SFFF', 'HHFF', 'HHFH', 'FHFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FHHF', 'FFFG']"
1,38,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,88,0,1.0,0.9733217421754432,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,79,0,1.0,0.9220814271464737,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,35,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,42,0,1.0,0.9530650263643888,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,90,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,36,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,38,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HFFH', 'FFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,6,0,1.0,0.9220814271464737,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,11,0,1.0,0.7910835400474212,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,45,0,1.0,0.8078974551636565,"['SFFH', 'FFHH', 'FHHF', 'FFFG']"
1,66,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,94,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,99,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,38,0,1.0,0.835044266956004,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,40,0,1.0,0.9416796087056153,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,57,0,1.0,0.9645880999032158,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HHFG']"
1,95,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'HFHH', 'HFFG']"
1,62,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,85,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,42,0,1.0,0.9445131481500655,"['SFHH', 'FFHF', 'HFHF', 'FFFG']"
1,25,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,58,0,1.0,0.9332298921513504,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,39,0,1.0,0.8709180316048211,"['SHFF', 'FFFF', 'HFFF', 'HHHG']"
1,60,0,1.0,0.8761671489944468,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,87,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,58,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,22,0,0.0,0.0,"['SHFH', 'FHHF', 'FHFH', 'FFFG']"
1,13,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,57,0,1.0,0.93603800616986,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,5,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HFFF', 'FFFG']"
1,62,0,1.0,0.78398512608332,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,26,0,1.0,0.7607805594527743,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,45,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,83,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,32,0,1.0,0.9304302024748964,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,28,0,1.0,0.9588092525966956,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,27,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
